Scheme Name	Plan	Category Name	Crisil Rating	AuM (Cr)	1W	1M	3M	6M	YTD	1Y	2Y	3Y	5Y	10Y
Groww Nifty Midcap 150 Index Dir Gr	Direct Plan	Index Funds			-0.12%	-11.10%	-11.86%		-12.71%					
Groww Nifty Next 50 Index Dir Gr	Direct Plan	Index Funds			-1.57%	-13.20%	-11.83%	-10.78%	-12.71%					
Groww Nifty PSE ETF FOF Dir Gr	Direct Plan	Equity - Other			-0.02%	-6.59%								
Groww Nifty PSU Bank Index Dir Gr	Direct Plan	Index Funds												
Groww Small Cap Dir Gr	Direct Plan	Small-Cap			-0.06%	-9.03%								
HDFC BSE India Sector Leaders Idx Dir Gr	Direct Plan	Index Funds			-0.52%	-10.84%	-13.80%		-14.44%					
HDFC Innovation Dir Gr	Direct Plan	Equity - Other			-0.17%	-6.68%	-9.48%	-7.95%	-9.91%					
HDFC Nifty India Consumption Idx Dir Gr	Direct Plan	Index Funds			-0.03%	-10.50%								
Helios Small Cap Dir Gr	Direct Plan	Small-Cap			0.96%	-9.15%	-13.35%		-14.14%					
ICICI Prudential Active Momt Dir Gr	Direct Plan	Equity - Other			0.21%	-10.00%	-8.39%	-2.99%	-9.16%					
ICICI Prudential Conglomerate Dir Gr	Direct Plan	Equity - Other			0.11%	-12.46%	-10.62%		-11.51%					
ICICI Prudential NiftyTop15EqlWtIdxrDrGr	Direct Plan	Index Funds			-1.04%	-12.94%	-16.67%	-11.40%	-17.20%					
ICICI Prudential Quality Dir Gr	Direct Plan	Equity - Other			-1.05%	-9.37%	-11.68%	-6.94%	-12.17%					
ICICI Pru Nifty200 Qul 30 Idx Dir Gr	Direct Plan	Index Funds			-0.76%	-9.61%	-14.05%	-10.05%	-14.69%					
ICICIPruNiftyEV&NwAgeAtmtvETFFOFDirGr	Direct Plan	Sector - Technology			-2.20%	-14.60%	-15.66%	-14.13%	-16.36%					
ICICI Pru Nifty Priv Bk Idx Dir Gr	Direct Plan	Index Funds			-1.24%	-15.49%	-15.02%	-8.91%	-15.87%					
Invesco India Consumption Dir Gr	Direct Plan	Equity - Consumption			0.35%	-9.97%	-12.11%		-13.01%					
iSIF Equity Ex-Top 100 Long-Short Dir Gr	Direct Plan	Equity - Other			-0.22%	-8.61%								
ITI Business Cycle Dir Gr	Direct Plan	Equity - Other			-0.95%									
JioBlackRock Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-0.22%	-11.82%	-12.86%		-13.62%					
JioBlackRock Large Cap Dir Gr	Direct Plan	Large-Cap												
JioBlackRock Nifty 50 Index Dir Gr	Direct Plan	Index Funds			-0.82%	-11.31%	-13.84%	-9.15%	-14.47%					
JioBlackRock Nifty Midcap 150 Idx Dir Gr	Direct Plan	Index Funds			-0.12%	-11.11%	-11.87%	-7.60%	-12.72%					
JioBlackRock Nifty Next 50 Index Dir Gr	Direct Plan	Index Funds			-1.65%	-13.28%	-11.90%	-10.82%	-12.78%					
JioBlackRock Nifty SmCp 250 Idx Dir Gr	Direct Plan	Index Funds			0.38%	-10.06%	-13.35%	-14.41%	-14.34%					
JioBlackRock Sector Rotation Dir Gr	Direct Plan	Equity - Other			-0.61%	-11.25%								
JM Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap			-0.44%	-10.21%	-12.75%	-9.72%	-13.40%					
Kotak Active Momentum Direct Gr	Direct Plan	Equity - Other			0.37%	-12.00%	-11.23%	-6.18%	-12.01%					
Kotak Dividend Yield Dir Gr	Direct Plan	Dividend Yield			-0.59%	-11.21%								
Kotak Energy Opportunities Dir Gr	Direct Plan	Sector - Energy			0.29%	-8.98%	-3.90%	-4.59%	-5.48%					
Kotak Nifty 200 Quality 30 Idx Dir Gr	Direct Plan	Index Funds			-0.75%	-9.63%	-14.06%	-10.06%	-14.71%					
Kotak Nifty200 Value 30 Index Dir Gr	Direct Plan	Index Funds			-0.22%	-12.66%								
Kotak Nifty500 Momentum 50 Idx Dir Gr	Direct Plan	Index Funds			0.08%	-12.18%	-12.01%		-12.76%					
Kotak Nifty Alpha 50 Index Dir Gr	Direct Plan	Index Funds			-0.70%	-12.14%	-10.64%	-9.00%	-11.60%					
Kotak Nifty Top 10 Eql Wght Idx Dir Gr	Direct Plan	Index Funds			-0.78%	-11.45%	-17.80%	-10.97%	-18.31%					
Kotak Quality Ovrs Eq Omni FOF Dir Gr	Direct Plan	Global - Other												
Kotak Rural Opportunities Dir Gr	Direct Plan	Equity - Other			-0.67%	-11.94%	-10.42%		-11.05%					
Kotak Services Dir Gr	Direct Plan	Equity - Other			-1.85%	-4.23%								
LIC MF Consumption Dir Gr	Direct Plan	Equity - Consumption			0.01%	-10.71%	-13.68%		-14.41%					
LIC MF Technology Dir Gr	Direct Plan	Sector - Technology			-0.46%									
Magnum Hybrid Long Short Dir Gr	Direct Plan	Equity - Other			-0.27%	-2.17%	-1.95%		-2.23%					
Mahindra Manu Bkg & Fincl Svcs Dir Gr	Direct Plan	Sector - Financial Services			-1.19%	-14.40%	-11.45%	-4.88%	-12.34%					
Mahindra Manulife Innovt Opps Dir Gr	Direct Plan	Equity - Other			0.56%	-8.04%								
Mirae Asset BSE India DfncETFFOFDirGr	Direct Plan	Equity - Other			-1.59%	-11.53%								
Mirae Asset Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure			-0.64%	-11.33%	-7.59%		-8.69%					
Motilal Oswal BSE 1000 Index Dir Gr	Direct Plan	Index Funds			-0.62%	-11.40%	-13.39%	-10.20%	-14.12%					
Motilal Oswal Consumption Dir Gr	Direct Plan	Equity - Consumption			0.11%	-9.54%	-17.02%		-17.61%					
Motilal Oswal Dvrs EqFlexicpPasvFOFDirGr	Direct Plan	Flexi Cap			-0.28%	-10.75%								
Motilal Oswal Financial Svcs Dir Gr	Direct Plan	Sector - Financial Services			-0.91%	-10.63%								
Motilal Oswal Infrastructure Dir Gr	Direct Plan	Equity - Infrastructure			0.09%	-6.51%	-5.29%	-2.99%	-6.11%					
Motilal Oswal Services Dir Gr	Direct Plan	Equity - Other			0.28%	-9.47%	-14.92%	-9.84%	-15.79%					
Motilal Oswal Special Opps Dir Gr	Direct Plan	Equity - Other			-0.28%	-10.19%	-11.47%	-7.63%	-12.25%					
Navi Nifty MidSmallcap 400 Index Dir Gr	Direct Plan	Index Funds			0.01%	-10.69%	-12.29%		-13.19%					
Nippon India BSE Sensex Nxt 30 Idx Dr Gr	Direct Plan	Index Funds			0.07%	-9.91%	-7.70%	-3.56%	-8.70%					
Nippon India MNC Direct Growth	Direct Plan	Equity - Other			-0.82%	-10.99%	-11.93%	-8.99%	-12.37%					
Nippon India Nifty India Mfg Idx Dr Gr	Direct Plan	Index Funds			-0.35%	-10.87%	-7.62%	-4.88%	-8.78%					
Nippon India Taiwan Equity Dir Gr	Direct Plan	Global - Other			-1.92%	7.65%								
Nippon Ind Nifty 500 Lw Vl 50 Idx Dr Gr	Direct Plan	Index Funds			-0.26%	-9.96%	-9.93%	-6.45%	-10.56%					
Nippon Ind Nifty 500 Qul 50 Idx Dr Gr	Direct Plan	Index Funds			-0.49%	-8.23%	-10.34%	-10.45%	-11.17%					
Old Bridge Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-0.10%									
Parag Parikh Large Cap Dir Gr	Direct Plan	Large-Cap			-0.85%	-11.55%								
qsif Equity Ex-Top 100 L-S Dir Gr	Direct Plan	Large-Cap			-0.20%	-7.60%	-12.12%		-12.73%					
qsif Equity Long-Short Dir Gr	Direct Plan	Equity - Other			-0.42%	-8.95%	-10.87%		-11.26%					
Samco Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap			0.00%	-7.96%	-5.56%	-6.87%	-6.77%					
Samco Mid Cap Dir Gr	Direct Plan	Mid-Cap			0.45%	-11.68%								
Samco Small Cap Dir Gr	Direct Plan	Small-Cap			1.45%	-7.16%	-8.57%		-9.57%					
SBI Nifty100 Low Vol 30 Idx Dir Gr	Direct Plan	Index Funds			-0.39%	-10.71%	-12.68%	-8.04%	-13.31%					
SBI Nifty200 Momentum 30 Idx Dir Gr	Direct Plan	Index Funds			-0.93%	-13.67%	-12.23%	-9.50%	-13.07%					
SBI Nifty200 Quality 30 Index Dir Gr	Direct Plan	Index Funds			-0.74%	-9.64%	-14.07%	-10.09%	-14.72%					
SBI Quality Dir Gr	Direct Plan	Equity - Other			-0.39%	-8.40%								
Sundaram Multi-Factor Dir Gr	Direct Plan	Index Funds			-0.46%	-11.88%	-12.98%	-8.33%	-13.68%					
Tata BSE MltcpConsum 50 30 20IdxDirGr	Direct Plan	Index Funds			-0.38%	-12.27%	-16.47%		-16.47%					
Tata BSE Quality Index Dir Gr	Direct Plan	Index Funds			-0.78%	-8.30%	-10.80%	-7.11%	-11.32%					
Tata Nifty Midcap 150 Index Dir Gr	Direct Plan	Index Funds			-0.12%	-11.16%	-11.93%	-7.63%	-12.78%					
Tata Nifty Next 50 Index Direct Gr	Direct Plan	Index Funds			-1.69%	-13.34%	-11.95%		-12.84%					
The Wealth Company Ethical Dir Gr	Direct Plan	Equity - Other			0.76%	-9.74%	-12.20%		-12.73%					
The Wealth Company Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-1.35%	-9.83%	-13.76%		-14.63%					
The Wealth Company Small Cap Dirt Gr	Direct Plan	Small-Cap												
TRUSTMF Mid Cap Dir Gr	Direct Plan	Mid-Cap			-2.00%									
TRUSTMF Multi Cap Direct Growth	Direct Plan	Multi-Cap			0.11%	-10.31%	-10.05%	-5.91%	-10.90%					
Unifi Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-0.31%	-10.38%	-11.71%	-8.27%	-12.39%					
Union Consumption Dir Gr	Direct Plan	Equity - Consumption			-0.12%	-10.19%	-16.22%		-16.55%					
UTI Multi Cap Dir Gr	Direct Plan	Multi-Cap			-0.30%	-10.54%	-12.87%	-9.23%	-13.66%					
UTI Nifty500 Shariah Index Dir Gr	Direct Plan	Index Funds			0.42%	-9.21%								
WhiteOak Capital Consumption Opps Dir Gr	Direct Plan	Equity - Consumption			0.34%	-9.86%								
Zerodha BSE SENSEX Index Dir Gr	Direct Plan	Index Funds			-1.04%	-11.49%	-15.00%		-15.55%					
Zerodha Nifty 50 Index DirGr	Direct Plan	Index Funds			-0.81%	-11.33%	-13.88%		-14.51%					
Zerodha Nifty MidSmCp400 50:50 Idx DirGr	Direct Plan	Index Funds												
Zerodha Nifty Short Dur G-Sec Idx Dir Gr	Direct Plan	Index Funds			-0.38%	-0.87%								
