annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
0	0C00001P1X	Sector - Energy	Equity	INF174KA1VX0	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000JFHB	Kotak Energy Opportunities Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-energy-opportunities-fund-direct-plan-growth/MKMA189	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.29, ""absoluteReturn"": 0.29}, {""frequency"": ""1M"", ""annualisedReturn"": -8.98, ""absoluteReturn"": -8.98}, {""frequency"": ""3M"", ""annualisedReturn"": -3.9, ""absoluteReturn"": -3.9}, {""frequency"": ""6M"", ""annualisedReturn"": -4.59, ""absoluteReturn"": -4.59}, {""frequency"": ""YTD"", ""annualisedReturn"": -5.48, ""absoluteReturn"": -5.48}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -2.46, ""absoluteReturn"": -2.46}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -5.48}]"
0	0C00001P1X	Index Funds	Equity	INF174KA1WN9	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000JPZR	Kotak Nifty 200 Quality 30 Idx Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-nifty-200-quality-30-index-fund-direct-plan-growth/MKMA197	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.75, ""absoluteReturn"": -0.75}, {""frequency"": ""1M"", ""annualisedReturn"": -9.63, ""absoluteReturn"": -9.63}, {""frequency"": ""3M"", ""annualisedReturn"": -14.06, ""absoluteReturn"": -14.06}, {""frequency"": ""6M"", ""annualisedReturn"": -10.06, ""absoluteReturn"": -10.06}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.71, ""absoluteReturn"": -14.71}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -11.76, ""absoluteReturn"": -11.76}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -14.71}]"
0	0C00001P1X	Index Funds	Equity	INF174KA1YP0	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KJGQ	Kotak Nifty200 Value 30 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-nifty200-value-30-index-fund-direct-plan-growth/MKMA234	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.22, ""absoluteReturn"": -0.22}, {""frequency"": ""1M"", ""annualisedReturn"": -12.66, ""absoluteReturn"": -12.66}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -9.24, ""absoluteReturn"": -9.24}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C00001P1X	Index Funds	Equity	INF174KA1YC8	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KG0P	Kotak Nifty500 Momentum 50 Idx Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-nifty500-momentum-50-index-fund-direct-plan-growth/MKMA225	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.08, ""absoluteReturn"": 0.08}, {""frequency"": ""1M"", ""annualisedReturn"": -12.18, ""absoluteReturn"": -12.18}, {""frequency"": ""3M"", ""annualisedReturn"": -12.01, ""absoluteReturn"": -12.01}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.76, ""absoluteReturn"": -12.76}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -13.21, ""absoluteReturn"": -13.21}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -12.76}]"
0	0C00001P1X	Index Funds	Equity	INF174KA1XG1	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K098	Kotak Nifty Alpha 50 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-nifty-alpha-50-index-fund-direct-plan-growth/MKMA206	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.7, ""absoluteReturn"": -0.7}, {""frequency"": ""1M"", ""annualisedReturn"": -12.14, ""absoluteReturn"": -12.14}, {""frequency"": ""3M"", ""annualisedReturn"": -10.64, ""absoluteReturn"": -10.64}, {""frequency"": ""6M"", ""annualisedReturn"": -9, ""absoluteReturn"": -9}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.6, ""absoluteReturn"": -11.6}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -13.54, ""absoluteReturn"": -13.54}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -11.6}]"
0	0C00001P1X	Index Funds	Equity	INF174KA1WD0	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000JGA1	Kotak Nifty Top 10 Eql Wght Idx Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-nifty-top-10-equal-weight-index-fund-direct-plan-growth/MKMA192	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.78, ""absoluteReturn"": -0.78}, {""frequency"": ""1M"", ""annualisedReturn"": -11.45, ""absoluteReturn"": -11.45}, {""frequency"": ""3M"", ""annualisedReturn"": -17.8, ""absoluteReturn"": -17.8}, {""frequency"": ""6M"", ""annualisedReturn"": -10.97, ""absoluteReturn"": -10.97}, {""frequency"": ""YTD"", ""annualisedReturn"": -18.31, ""absoluteReturn"": -18.31}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -13.5, ""absoluteReturn"": -13.5}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -18.31}]"
0	0C00001P1X	Global - Other	Equity	INF174KA1ZI2	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KNL2	Kotak Quality Ovrs Eq Omni FOF Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-quality-overseas-equity-omni-fof-direct-plan-growth/MKMA244	"[{""frequency"": ""1W"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0.13, ""absoluteReturn"": 0.13}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C00001P1X	Equity - Other	Equity	INF174KA1XW8	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KEDP	Kotak Rural Opportunities Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-rural-opportunities-fund-direct-plan-growth/MKMA222	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.67, ""absoluteReturn"": -0.67}, {""frequency"": ""1M"", ""annualisedReturn"": -11.94, ""absoluteReturn"": -11.94}, {""frequency"": ""3M"", ""annualisedReturn"": -10.42, ""absoluteReturn"": -10.42}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.05, ""absoluteReturn"": -11.05}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -9.1, ""absoluteReturn"": -9.1}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -11.05}]"
0	0C00001P1X	Equity - Other	Equity	INF174KA1YV8	2026-03-30T18:30:00.000Z	False			Low Risk	FS0000KJY9	Kotak Services Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-services-fund-direct-plan-growth/MKMA238	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.85, ""absoluteReturn"": -1.85}, {""frequency"": ""1M"", ""annualisedReturn"": -4.23, ""absoluteReturn"": -4.23}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -4.23, ""absoluteReturn"": -4.23}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C00009535	Equity - Consumption	Equity	INF767K01SD0	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KDRI	LIC MF Consumption Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	lic-mf-consumption-dir-gr/MDRI4795	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.01, ""absoluteReturn"": 0.01}, {""frequency"": ""1M"", ""annualisedReturn"": -10.71, ""absoluteReturn"": -10.71}, {""frequency"": ""3M"", ""annualisedReturn"": -13.68, ""absoluteReturn"": -13.68}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.41, ""absoluteReturn"": -14.41}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -14.6, ""absoluteReturn"": -14.6}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -14.41}]"
0	0C00009535	Sector - Technology	Equity	INF767K01SJ7	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KMB4	LIC MF Technology Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	lic-mf-technology-fund-direct-plan-growth/MJBA018	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.46, ""absoluteReturn"": -0.46}, {""frequency"": ""1M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -0.45, ""absoluteReturn"": -0.45}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
